,Rango,ciudad,areas,cuartos,baño,area de parqueo,monto de renta,seguro,Total
4587,4587,1,165,4,5,2,9500,121,12440
4588,4588,1,138,2,3,2,10500,134,13250
4589,4589,1,38,1,1,0,1650,25,2375
4590,4590,0,200,4,5,2,8000,121,9205
4591,4591,1,35,1,1,1,1020,13,1063
4592,4592,1,75,2,1,1,6000,77,8742
4593,4593,1,100,3,4,4,3600,55,3815
4594,4594,1,287,3,3,4,4477,68,6345
4595,4595,1,360,4,4,2,11050,141,14530
4596,4596,1,62,2,2,3,7000,89,10360
4597,4597,1,80,2,2,1,1500,23,1598
4598,4598,1,43,2,1,0,1308,17,1582
4599,4599,1,157,3,2,0,4500,58,6185
4600,4600,1,70,3,1,1,1020,13,1933
4601,4601,0,56,1,1,1,1350,18,2140
4602,4602,1,84,2,3,2,6900,88,7787
4603,4603,1,125,4,3,2,3500,45,5141
4604,4604,1,62,1,1,0,1400,18,1997
4605,4605,1,81,2,2,2,3800,49,4989
4606,4606,1,90,2,2,0,1800,23,2480
4607,4607,1,76,3,2,1,1559,20,2462
4608,4608,0,62,2,1,0,709,9,1020
4609,4609,1,240,3,2,0,6500,83,8744
4610,4610,1,39,1,1,1,2200,28,2644
4611,4611,1,51,2,1,1,2467,32,3156
4612,4612,1,170,3,6,3,5500,70,8404
4613,4613,1,250,3,2,2,6000,91,6091
4614,4614,1,35,1,1,1,3486,45,4099
4615,4615,1,200,3,3,2,2800,43,3029
4616,4616,0,147,4,3,3,4800,61,6745
4617,4617,1,40,1,1,0,1832,6,2221
4618,4618,1,67,1,1,1,2600,33,3625
4619,4619,0,445,4,4,0,5500,83,5870
4620,4620,1,265,4,4,2,7500,96,9780
4621,4621,1,130,2,2,2,4400,67,4559
4622,4622,1,39,1,1,1,2500,32,3988
4623,4623,1,110,3,2,1,3149,40,4381
4624,4624,1,75,2,2,2,1198,16,2141
4625,4625,1,220,3,2,2,8700,111,11890
4626,4626,0,46,2,1,1,850,11,1259
4627,4627,0,210,3,3,3,2300,30,4689
4628,4628,1,47,2,1,1,1100,14,1694
4629,4629,1,120,3,2,1,3280,42,4847
4630,4630,1,60,2,1,1,1100,14,1114
4631,4631,1,42,1,1,1,3300,42,4076
4632,4632,1,75,3,2,1,3900,50,4950
4633,4633,1,160,3,2,1,4300,55,6355
4634,4634,1,400,4,7,4,12000,181,12850
4635,4635,1,37,1,1,0,850,11,1219
4636,4636,1,59,2,2,2,3300,42,4915
4637,4637,0,113,3,3,2,3804,49,4853
4638,4638,1,120,2,2,1,6500,83,7700
4639,4639,1,92,3,2,0,3300,42,4456
4640,4640,1,93,3,2,2,2600,33,3849
4641,4641,1,42,2,1,1,1350,18,1708
4642,4642,1,236,4,5,4,15000,191,19280
4643,4643,1,160,3,2,0,3800,58,4085
4644,4644,1,450,4,5,8,10120,153,10890
4645,4645,1,750,4,4,6,15000,226,17310
4646,4646,0,68,3,2,2,2700,35,3361
4647,4647,1,53,2,1,1,5500,70,5959
4648,4648,1,160,2,3,0,4300,65,4489
4649,4649,1,49,2,1,1,1800,23,2223
4650,4650,0,115,3,2,2,1948,25,2652
4651,4651,1,59,2,1,1,1600,21,2221
4652,4652,1,60,2,2,2,1100,14,2218
4653,4653,1,58,1,2,1,4715,34,5401
4654,4654,1,35,1,1,0,1100,14,1144
4655,4655,1,160,2,3,2,4210,54,5989
4656,4656,0,60,3,2,1,1200,16,1582
4657,4657,1,233,4,2,3,7287,93,9997
4658,4658,0,58,1,1,1,1200,16,1746
4659,4659,1,100,3,2,1,1469,19,2053
4660,4660,1,238,4,3,4,10200,130,15130
4661,4661,1,18,1,1,1,1800,23,2293
4662,4662,1,96,2,1,0,4387,56,5386
4663,4663,1,49,2,1,1,1800,23,2243
4664,4664,1,50,1,1,0,1550,24,1574
4665,4665,1,45,1,1,0,1060,16,1076
4666,4666,0,160,3,2,2,1650,21,2940
4667,4667,1,80,2,2,2,4200,54,5754
4668,4668,1,133,4,3,4,2900,37,5562
4669,4669,1,30,1,1,0,1750,23,2218
4670,4670,1,137,2,3,2,14000,178,17520
4671,4671,1,194,3,4,3,4000,61,4131
4672,4672,1,50,2,1,1,1600,21,2021
4673,4673,1,84,1,2,1,3353,25,4578
4674,4674,0,45,1,1,0,500,7,1037
4675,4675,1,301,4,5,4,12500,159,18520
4676,4676,1,250,3,4,2,8000,102,11200
4677,4677,1,136,3,2,3,2500,32,4257
4678,4678,1,73,2,2,1,4800,61,5884
4679,4679,1,60,1,2,0,1600,25,1648
4680,4680,1,110,2,3,2,11500,146,14150
4681,4681,1,50,2,1,2,2313,30,3193
4682,4682,1,100,2,1,1,2466,24,3444
4683,4683,1,70,2,2,2,3950,51,6068
4684,4684,1,82,2,2,1,3100,40,3941
4685,4685,1,76,3,3,2,2662,34,3880
4686,4686,1,150,3,1,1,4800,61,6327
4687,4687,1,303,3,4,4,18000,229,22770
4688,4688,1,55,2,1,0,1380,18,1968
4689,4689,1,70,2,1,0,2197,28,2510
4690,4690,0,45,1,2,1,1452,19,2345
4691,4691,1,50,2,1,1,3900,50,4656
4692,4692,1,62,2,1,1,1550,20,2147
4693,4693,1,177,4,5,4,9200,117,11780
4694,4694,1,50,1,1,1,2700,35,3605
4695,4695,1,50,1,1,1,3540,14,4293
4696,4696,0,90,3,2,1,1500,20,2470
4697,4697,1,130,3,2,2,3500,45,4345
4698,4698,0,54,1,1,1,773,10,1600
4699,4699,1,30,1,1,0,850,13,930
4700,4700,1,194,3,4,4,12000,153,16420
4701,4701,0,68,2,1,1,831,11,1324
4702,4702,1,58,3,2,1,1700,22,2147
4703,4703,1,16,1,1,0,1420,18,1438
4704,4704,0,74,3,2,2,1600,21,2098
4705,4705,1,347,4,7,6,8900,134,10030
4706,4706,1,180,3,3,2,5800,74,8155
4707,4707,1,20,1,1,1,1360,18,3078
4708,4708,1,130,2,1,1,2200,28,2408
4709,4709,1,100,3,1,1,3000,39,4481
4710,4710,0,50,1,1,0,850,11,1174
4711,4711,1,340,4,4,4,8700,111,11310
4712,4712,1,135,2,2,1,3250,42,4514
4713,4713,1,130,3,4,2,5500,70,6870
4714,4714,0,58,2,2,2,2200,28,2728
4715,4715,1,84,3,1,1,2300,30,6040
4716,4716,1,120,3,4,2,3000,39,5209
4717,4717,1,180,3,2,3,3500,53,4050
4718,4718,0,650,4,7,5,8000,121,8455
4719,4719,1,320,4,5,4,6500,98,7315
4720,4720,1,65,2,1,0,4200,54,4557
4721,4721,1,130,3,2,2,5000,64,7048
4722,4722,1,72,3,2,2,1600,21,2325
4723,4723,1,150,3,3,4,7400,94,10220
4724,4724,0,70,2,1,1,1275,17,1866
4725,4725,1,345,3,3,5,12750,162,16750
4726,4726,1,20,1,1,0,1800,23,2555
4727,4727,0,103,3,2,2,1360,18,3170
4728,4728,0,90,2,2,4,2400,37,2667
4729,4729,1,185,3,2,2,14000,178,16770
4730,4730,0,47,1,1,1,650,9,1172
4731,4731,1,42,1,1,0,1450,19,1633
4732,4732,1,42,1,1,1,2153,8,3661
4733,4733,1,25,1,1,0,1000,13,1097
4734,4734,0,55,1,1,1,1900,25,2495
4735,4735,1,900,3,5,8,8000,121,10370
4736,4736,1,240,3,3,4,12000,153,17670
4737,4737,1,128,2,1,1,8500,108,9817
4738,4738,1,120,2,1,1,3000,46,3326
4739,4739,1,54,1,1,1,3600,46,4395
4740,4740,1,30,1,1,0,765,12,836
4741,4741,1,120,2,2,2,4000,51,6751
4742,4742,1,296,4,5,2,8500,128,9628
4743,4743,0,230,3,4,4,10000,127,12640
4744,4744,1,50,2,1,0,3029,39,3068
4745,4745,1,95,3,2,0,2300,35,2460
4746,4746,1,146,3,4,2,9000,115,10730
4747,4747,0,73,2,1,1,655,9,1095
4748,4748,1,30,1,1,0,1250,16,1549
4749,4749,1,35,1,1,1,2500,32,3024
4750,4750,1,22,1,1,0,976,15,991
4751,4751,1,386,4,6,3,12750,162,18780
4752,4752,1,442,5,6,6,7500,113,8914
4753,4753,0,30,1,1,0,590,8,889
4754,4754,1,68,1,2,1,2000,26,3042
4755,4755,1,53,1,1,1,3200,41,3891
4756,4756,1,18,1,1,0,1720,22,1742
4757,4757,1,321,3,5,2,8268,125,9465
4758,4758,0,70,3,1,1,750,10,1546
4759,4759,1,400,10,9,8,8330,126,9006
4760,4760,1,392,4,4,4,10000,151,11400
4761,4761,1,70,2,1,1,1000,13,1431
4762,4762,1,230,4,4,3,2500,32,6030
4763,4763,1,138,2,2,1,7000,89,8178
4764,4764,1,250,2,1,0,1500,23,1532
4765,4765,1,45,2,2,0,1650,25,1759
4766,4766,1,250,4,3,0,2000,31,2698
4767,4767,1,80,2,1,1,2300,30,3078
4768,4768,1,398,4,5,4,15000,226,18710
4769,4769,1,200,3,4,5,3500,53,3795
4770,4770,1,136,3,3,1,7500,96,9416
4771,4771,1,46,1,1,0,1437,19,2067
4772,4772,1,309,4,5,3,12000,181,12920
4773,4773,1,54,1,1,1,7200,92,8592
4774,4774,1,220,4,5,3,12000,153,14950
4775,4775,1,161,1,2,2,7000,89,9305
4776,4776,1,58,2,1,1,1540,20,1990
4777,4777,1,83,3,1,1,2500,32,2712
4778,4778,1,33,1,1,1,2000,26,2963
4779,4779,1,170,3,4,2,4400,56,5944
4780,4780,1,135,3,2,1,7500,96,8623
4781,4781,1,50,2,1,2,1900,25,2817
4782,4782,1,94,2,3,2,4400,56,6381
4783,4783,1,25,1,1,0,1200,16,1251
4784,4784,1,100,2,3,2,10000,127,11350
4785,4785,1,157,3,5,3,11500,146,13900
4786,4786,1,100,3,2,2,5500,83,6083
4787,4787,1,120,3,1,0,2100,27,2494
4788,4788,1,45,1,1,2,1800,23,2688
4789,4789,1,64,2,2,1,3166,13,4009
4790,4790,1,265,4,6,3,2500,32,6216
4791,4791,1,20,1,1,0,1800,23,2555
4792,4792,1,50,2,2,0,1100,17,1197
4793,4793,1,70,3,2,1,3000,39,3780
4794,4794,1,273,4,4,2,9000,115,11840
4795,4795,1,250,3,3,4,6500,98,7157
4796,4796,1,100,1,1,0,2150,33,2450
4797,4797,1,90,2,1,0,2150,28,3012
4798,4798,1,256,3,3,2,5600,85,8102
4799,4799,1,92,2,1,1,1536,20,2053
4800,4800,1,124,3,3,2,4000,61,4153
4801,4801,1,218,3,3,3,15000,191,17850
4802,4802,1,57,2,2,1,1300,17,1792
4803,4803,0,650,4,4,8,7500,113,7813
4804,4804,1,220,3,4,2,3500,53,3829
4805,4805,0,55,1,2,1,954,13,1785
4806,4806,1,55,2,2,1,2000,26,2515
4807,4807,1,58,2,1,1,3400,44,4059
4808,4808,1,42,1,1,1,860,11,2801
4809,4809,1,202,3,4,3,12000,153,15490
4810,4810,1,130,2,2,0,2700,41,2841
4811,4811,1,52,1,1,1,2500,32,3300
4812,4812,1,75,2,2,0,1450,19,2039
4813,4813,1,420,4,6,4,12000,153,21020
4814,4814,1,277,3,4,0,7200,109,9889
4815,4815,1,100,1,1,1,3900,50,5145
4816,4816,0,420,5,7,3,8500,128,10680
4817,4817,1,207,3,5,4,12000,153,15490
4818,4818,1,25,1,1,0,2200,28,2705
4819,4819,1,100,3,2,1,1880,24,2924
4820,4820,1,108,2,2,1,5300,68,6783
4821,4821,1,55,1,1,1,2144,22,3500
4822,4822,1,40,1,1,0,780,12,809
4823,4823,1,46,1,1,1,1900,25,2892
4824,4824,1,138,3,3,2,5800,74,7461
4825,4825,1,50,2,3,0,1740,27,1851
4826,4826,0,54,1,1,1,1148,15,2005
4827,4827,1,22,1,1,0,976,15,991
4828,4828,1,62,3,1,1,1300,26,2076
4829,4829,1,380,4,3,2,15000,191,21690
4830,4830,1,80,2,1,1,7450,95,8679
4831,4831,1,70,2,1,1,1950,25,3075
4832,4832,1,214,5,5,4,5550,71,8288
4833,4833,1,193,3,3,3,7500,96,11530
4834,4834,1,50,2,2,0,3000,39,3907
4835,4835,1,305,3,4,4,8925,114,14840
4836,4836,1,110,2,2,1,3000,39,3861
4837,4837,1,63,2,2,1,2620,11,3328
4838,4838,1,202,4,4,3,6000,77,9277
4839,4839,1,70,4,3,0,3500,53,3823
4840,4840,0,110,3,3,2,3200,49,3897
4841,4841,1,80,1,1,0,1900,25,2352
4842,4842,1,58,2,2,1,2055,7,2582
4843,4843,1,149,3,3,2,5400,69,7469
4844,4844,1,50,2,1,0,1200,19,1261
4845,4845,1,200,4,3,2,4100,52,8511
4846,4846,1,200,3,3,4,7000,106,7531
4847,4847,0,660,5,7,4,10000,127,16610
4848,4848,1,100,3,2,1,3300,50,3850
4849,4849,1,91,1,2,2,13000,165,15580
4850,4850,1,113,2,2,1,3000,39,4089
4851,4851,0,48,2,1,1,1200,16,1506
4852,4852,1,140,3,3,2,5100,65,7332
4853,4853,0,155,3,3,2,5500,83,6558
4854,4854,1,280,4,6,5,11500,146,14860
4855,4855,1,55,1,1,0,1100,17,1192
4856,4856,1,360,4,5,4,1700,22,6639
4857,4857,0,60,1,1,1,950,15,1040
4858,4858,1,32,1,1,0,2001,26,2427
4859,4859,1,79,3,3,2,7500,96,11470
4860,4860,1,300,4,6,4,8000,102,10730
4861,4861,1,50,2,2,1,1550,20,2190
4862,4862,1,78,3,2,2,2000,31,2573
4863,4863,1,80,3,1,0,6000,91,6091
4864,4864,1,50,1,1,1,1600,25,1705
4865,4865,1,110,2,2,2,2530,39,2743
4866,4866,1,280,4,3,6,12500,188,13390
4867,4867,1,64,2,1,1,1500,20,2021
4868,4868,0,37,1,1,0,742,10,1134
4869,4869,1,30,1,1,1,2000,26,2776
4870,4870,1,50,1,1,1,2200,28,3083
4871,4871,1,215,3,2,0,4000,51,5334
4872,4872,1,80,3,2,1,1900,25,2879
4873,4873,0,320,3,3,2,8500,108,10950
4874,4874,1,336,3,5,3,6000,91,6598
4875,4875,1,125,3,4,5,10000,151,10820
4876,4876,1,106,1,1,2,13950,177,16360
4877,4877,1,40,1,1,1,2800,36,3376
4878,4878,1,80,1,2,0,3900,50,5259
4879,4879,1,120,4,3,3,3710,48,6060
4880,4880,1,23,1,1,0,2100,27,2568
4881,4881,1,60,2,1,0,1100,17,1117
4882,4882,1,45,2,1,1,1756,13,2166
4883,4883,1,110,1,1,1,1300,20,1570
4884,4884,1,42,1,1,1,2308,8,2660
4885,4885,1,120,4,2,3,2960,38,4407
4886,4886,1,78,1,2,2,4200,54,5052
4887,4887,1,127,3,3,2,3800,49,4910
4888,4888,1,63,2,2,2,4080,52,4899
4889,4889,1,60,1,1,1,1250,19,1269
4890,4890,0,76,2,1,0,700,9,1109
4891,4891,1,126,3,2,2,4000,51,5364
4892,4892,1,169,4,2,3,3900,59,4513
4893,4893,1,38,1,1,0,1712,7,2019
4894,4894,1,45,1,1,0,730,10,890
4895,4895,1,160,3,1,1,3000,46,3344
4896,4896,1,160,3,4,3,9350,141,9491
4897,4897,0,84,2,1,1,1100,14,1808
4898,4898,1,64,2,1,2,1850,24,2393
4899,4899,0,62,2,1,1,1100,14,1496
4900,4900,1,46,2,1,1,1500,20,1760
4901,4901,1,140,3,3,3,5000,64,8313
4902,4902,1,175,3,5,3,7650,97,11370
4903,4903,1,70,3,1,1,1100,14,1637
4904,4904,1,315,3,5,2,20000,254,25510
4905,4905,1,52,1,1,1,3000,39,4831
4906,4906,0,120,4,2,5,4200,64,4264
4907,4907,1,72,2,2,1,2174,28,2847
4908,4908,1,140,2,2,2,10000,127,13130
4909,4909,1,55,1,1,1,1800,7,2377
4910,4910,1,140,3,2,1,4800,61,6531
4911,4911,0,75,3,2,1,2125,27,2769
4912,4912,1,233,3,4,4,4300,55,10700
4913,4913,1,112,3,3,2,3500,45,5253
4914,4914,1,83,2,1,1,2600,33,3232
4915,4915,1,60,1,1,1,2000,26,2921
4916,4916,1,30,1,1,1,2389,31,2853
4917,4917,1,50,2,1,1,1490,19,1849
4918,4918,1,46,1,1,0,4300,31,5823
4919,4919,1,42,1,1,1,2649,8,3757
4920,4920,0,52,2,1,1,650,9,904
4921,4921,1,380,4,4,6,6000,91,6508
4922,4922,0,160,3,2,0,1650,25,1792
4923,4923,1,90,2,1,0,2500,32,3348
4924,4924,1,30,1,1,1,3300,42,3692
4925,4925,1,219,4,4,3,6500,83,9573
4926,4926,1,120,2,2,2,3500,45,5320
4927,4927,1,70,2,2,1,1900,25,2519
4928,4928,1,120,4,3,3,6160,79,8049
4929,4929,1,92,2,2,1,4500,58,6068
4930,4930,1,40,1,1,1,2208,9,2548
4931,4931,1,58,2,1,1,1800,23,2668
4932,4932,1,35,1,1,1,3900,50,4899
4933,4933,0,85,1,1,1,912,5,1481
4934,4934,1,170,3,3,2,5000,76,5318
4935,4935,1,96,3,1,1,2535,33,3996
4936,4936,1,42,1,1,1,5300,68,6028
4937,4937,1,280,3,4,4,3600,46,6702
4938,4938,1,44,1,1,1,3300,42,3799
4939,4939,1,120,3,2,2,4000,51,5262
4940,4940,1,180,2,3,2,5900,75,8579
4941,4941,1,400,5,4,2,2500,32,6039
4942,4942,1,22,1,1,0,2000,26,2365
4943,4943,1,67,2,1,1,1200,16,1696
4944,4944,1,75,3,2,2,2500,32,3277
4945,4945,1,132,3,5,2,10990,140,13050
4946,4946,1,62,2,1,1,1900,15,2405
4947,4947,1,122,3,3,2,4600,59,6634
4948,4948,1,168,3,2,2,5500,70,7615
4949,4949,1,80,2,2,1,1500,23,1707
4950,4950,1,27,1,1,0,1800,23,2123
4951,4951,1,50,1,1,0,1200,19,1219
4952,4952,0,190,2,2,0,1300,17,2617
4953,4953,1,22,1,1,0,1650,21,1871
4954,4954,0,70,1,1,1,2350,30,2846
4955,4955,1,60,1,1,0,2000,31,2031
4956,4956,1,47,2,1,1,1700,22,2222
4957,4957,1,158,3,2,1,7150,91,8957
4958,4958,1,80,2,1,1,2900,37,3597
4959,4959,1,245,4,3,4,6000,77,11190
4960,4960,1,91,2,2,0,2500,32,3432
4961,4961,1,155,2,1,1,4500,58,6768
4962,4962,1,140,3,3,5,8000,102,10810
4963,4963,1,97,2,1,2,3500,45,4566
4964,4964,1,70,1,1,0,900,14,914
4965,4965,1,177,3,3,5,7000,89,9489
4966,4966,1,128,3,4,2,2980,38,4219
4967,4967,0,50,2,1,0,830,11,1282
4968,4968,1,162,4,4,3,5500,70,7961
4969,4969,1,96,4,2,2,3950,60,4422
4970,4970,1,78,3,2,1,2050,8,3129
4971,4971,1,340,4,6,4,9600,122,17390
4972,4972,1,76,3,2,2,4500,58,5517
4973,4973,1,380,4,5,4,8000,102,14770
4974,4974,1,180,3,3,4,3700,56,3940
4975,4975,1,161,2,2,3,4800,61,8486
4976,4976,1,45,1,1,1,4850,62,7246
4977,4977,1,200,3,5,3,4350,56,6503
4978,4978,1,46,1,1,0,1500,20,1820
4979,4979,1,50,1,1,1,3700,47,6160
4980,4980,1,57,2,2,2,1600,21,2292
4981,4981,1,120,2,2,2,11000,140,13560
4982,4982,0,136,3,4,2,2500,32,3633
4983,4983,1,49,2,1,1,1200,16,1719
4984,4984,1,70,2,2,1,2289,29,2738
4985,4985,1,68,2,2,1,2700,35,4004
4986,4986,1,45,1,1,1,5520,70,8590
4987,4987,0,60,3,2,1,1200,16,1797
4988,4988,1,120,3,2,2,2000,31,2354
4989,4989,0,140,4,4,2,3300,42,5372
4990,4990,1,151,4,3,3,3000,46,3185
4991,4991,1,72,2,2,2,3700,47,4081
4992,4992,1,300,4,4,6,3800,49,4432
4993,4993,1,68,2,1,0,1300,17,1547
4994,4994,1,380,4,2,0,8000,121,8121
4995,4995,1,60,2,1,1,1841,7,2675
4996,4996,0,51,3,1,1,1100,14,1428
4997,4997,1,200,4,5,3,5500,70,9367
4998,4998,1,80,3,3,0,2000,31,2490
4999,4999,0,57,1,2,1,650,9,1319
5000,5000,1,327,5,4,5,11000,166,13170
5001,5001,1,48,1,1,1,8000,102,9902
5002,5002,1,90,2,2,1,3000,39,4089
5003,5003,1,40,1,1,1,4500,58,6783
5004,5004,1,84,2,1,2,4000,51,5091
5005,5005,1,123,3,2,2,4673,18,6447
5006,5006,1,85,2,1,1,1608,15,1766
5007,5007,1,113,2,2,1,3000,39,4089
5008,5008,1,60,2,1,1,1800,9,2591
5009,5009,0,62,2,1,1,1200,16,1739
5010,5010,1,138,3,4,2,10000,127,12150
5011,5011,1,156,3,3,3,8000,102,10330
5012,5012,1,280,4,3,4,3500,53,3956
5013,5013,1,45,1,1,1,5520,70,8590
5014,5014,1,180,3,4,3,3000,39,4089
5015,5015,1,315,4,5,5,4000,29,7529
5016,5016,1,117,3,3,1,7000,89,8506
5017,5017,1,60,2,3,2,1100,14,1863
5018,5018,1,126,3,1,2,4200,64,4563
5019,5019,1,65,2,1,0,1800,23,2172
5020,5020,1,280,4,4,7,4000,61,5229
5021,5021,0,76,3,1,1,1300,17,1889
5022,5022,1,178,2,4,2,7000,89,10280
5023,5023,1,20,1,1,0,1800,23,2555
5024,5024,1,400,7,7,0,14000,211,15880
5025,5025,1,300,4,5,5,2290,30,16650
5026,5026,1,49,1,1,1,5400,69,6069
5027,5027,1,50,2,1,0,1200,16,1266
5028,5028,0,50,1,1,0,900,4,1596
5029,5029,0,53,1,1,2,2400,31,3498
5030,5030,1,200,3,3,2,6500,83,9000
5031,5031,1,71,2,2,2,3000,39,3753
5032,5032,1,134,3,5,2,4900,63,6115
5033,5033,1,250,4,4,4,3600,46,6246
5034,5034,1,40,1,1,1,1664,7,2344
5035,5035,0,60,2,1,0,1170,15,1697
5036,5036,1,180,4,4,2,2000,26,5210
5037,5037,1,68,3,1,1,1600,7,2129
5038,5038,1,72,2,2,1,1780,23,2401
5039,5039,1,182,3,2,3,12000,153,15250
5040,5040,1,45,1,2,1,3446,21,4408
5041,5041,1,300,4,3,8,4500,68,5235
5042,5042,1,130,3,3,2,3500,45,5087
5043,5043,1,132,3,2,3,5500,70,7592
5044,5044,1,215,3,1,1,4000,51,5391
5045,5045,1,54,2,2,1,2418,31,3149
5046,5046,1,79,2,1,0,2100,27,2345
5047,5047,1,77,1,2,2,4000,16,5016
5048,5048,1,150,3,3,2,3100,40,4975
5049,5049,1,310,3,3,2,6900,88,8911
5050,5050,1,220,4,2,3,5200,79,5984
5051,5051,1,45,1,1,0,1100,14,1468
5052,5052,1,80,3,1,1,2400,31,3514
5053,5053,1,36,1,1,0,1275,5,1455
5054,5054,1,320,3,5,8,9000,136,9703
5055,5055,1,179,3,3,3,3200,41,5941
5056,5056,1,52,1,2,1,5000,64,6374
5057,5057,1,190,4,4,3,6900,88,8768
5058,5058,1,105,3,3,1,2200,28,3040
5059,5059,1,70,2,2,1,4200,54,5556
5060,5060,1,254,4,4,4,9000,115,14280
5061,5061,1,200,3,2,1,2380,31,4190
5062,5062,1,300,4,3,3,3380,43,9057
5063,5063,1,86,3,2,2,3410,44,4524
5064,5064,1,190,2,1,2,4500,68,4953
5065,5065,1,211,3,2,2,11000,140,14420
5066,5066,1,38,1,1,0,950,13,1023
5067,5067,1,300,3,4,6,3200,49,3416
5068,5068,1,108,3,2,2,4348,56,5754
5069,5069,1,150,3,2,1,4500,68,4678
5070,5070,0,58,1,1,0,720,10,1181
5071,5071,1,198,3,4,3,8000,102,11720
5072,5072,0,47,1,1,0,750,10,1340
5073,5073,1,190,3,2,1,4500,58,6888
5074,5074,1,22,1,1,0,2200,28,2755
5075,5075,1,38,1,1,1,2341,9,2982
5076,5076,1,30,1,1,0,2850,37,3287
5077,5077,0,500,4,7,4,5900,89,7264
5078,5078,1,215,3,1,3,7000,106,7523
5079,5079,1,50,1,1,1,2900,37,3477
5080,5080,1,500,7,7,8,9000,136,10800
5081,5081,1,17,1,1,0,2700,35,2740
5082,5082,1,101,3,2,1,1700,22,2634
5083,5083,1,87,2,3,0,4200,54,5613
5084,5084,1,72,2,1,1,1000,13,1675
5085,5085,1,123,3,3,2,3100,40,4607
5086,5086,1,70,2,1,1,1000,13,1431
5087,5087,0,40,1,1,0,595,8,942
5088,5088,0,47,1,1,1,650,9,2159
5089,5089,1,115,4,3,4,7000,89,8222
5090,5090,1,36,1,1,1,2344,9,2803
5091,5091,1,340,4,4,3,5000,64,11150
5092,5092,1,200,3,4,2,6500,98,6807
5093,5093,1,150,3,3,1,4500,58,7271
5094,5094,1,98,3,3,2,2970,38,5442
5095,5095,1,300,4,3,2,8500,108,11730
5096,5096,1,35,1,1,1,2700,35,3185
5097,5097,1,63,3,2,1,3300,42,3792
5098,5098,1,150,3,2,1,5500,70,6816
5099,5099,1,170,3,3,2,4850,73,5257
5100,5100,0,110,3,3,2,3200,49,3897
5101,5101,1,55,2,1,1,2450,32,3069
5102,5102,1,47,1,1,0,1000,13,1189
5103,5103,1,80,1,1,1,1150,18,1243
5104,5104,1,65,2,2,2,4000,51,5333
5105,5105,0,35,1,1,1,1000,16,1016
5106,5106,1,100,2,2,0,1765,27,1792
5107,5107,1,540,4,7,5,15000,191,23680
5108,5108,0,47,1,1,0,1000,13,1493
5109,5109,1,272,5,5,2,11000,166,12080
5110,5110,1,90,3,3,1,4650,59,6297
5111,5111,1,83,2,2,1,2300,30,3069
5112,5112,1,35,1,1,0,1300,17,1587
5113,5113,1,260,4,4,4,14000,211,16050
5114,5114,1,130,3,2,2,5100,77,5360
5115,5115,1,218,4,4,3,8400,107,11960
5116,5116,1,20,1,1,0,2060,27,2087
5117,5117,1,70,2,2,2,2500,32,3593
5118,5118,1,400,4,3,3,7000,106,8006
5119,5119,1,60,1,2,1,4000,51,5318
5120,5120,1,240,4,4,4,13000,165,17540
5121,5121,1,245,3,4,3,14000,178,18000
5122,5122,1,140,3,2,1,8200,124,8324
5123,5123,1,120,2,2,0,3600,46,4066
5124,5124,1,110,3,3,2,3900,50,5634
5125,5125,1,42,1,1,1,4400,56,5157
5126,5126,1,300,2,3,2,10500,134,14130
5127,5127,1,50,2,2,1,1900,25,2325
5128,5128,1,110,4,3,3,2230,29,4476
5129,5129,1,72,2,2,1,2406,10,3094
5130,5130,1,130,3,4,4,3280,50,4914
5131,5131,1,170,2,2,1,2000,26,4976
5132,5132,0,38,1,1,0,892,12,1361
5133,5133,1,138,3,3,3,3900,59,4104
5134,5134,0,45,1,1,1,1900,25,2500
5135,5135,1,230,3,6,5,11050,141,14890
5136,5136,0,206,5,3,2,3500,53,3742
5137,5137,1,135,3,3,2,13800,175,15850
5138,5138,1,300,2,2,0,3500,53,3845
5139,5139,1,25,1,1,0,1650,21,2151
5140,5140,1,200,1,2,0,8000,121,8821
5141,5141,1,150,3,3,2,3400,44,4944
5142,5142,1,54,2,2,1,2800,36,3989
5143,5143,1,82,3,2,2,2600,33,3702
5144,5144,1,84,2,2,0,6000,77,7177
5145,5145,1,200,1,3,2,3000,46,3367
5146,5146,1,230,4,3,1,3600,46,6510
5147,5147,1,56,2,1,0,1400,10,1610
5148,5148,1,50,1,1,0,1294,6,1450
5149,5149,1,163,4,4,3,9500,121,12920
5150,5150,1,35,1,1,1,2200,28,3640
5151,5151,1,120,3,3,2,2750,42,2917
5152,5152,0,60,1,1,0,1300,17,1642
5153,5153,1,54,2,1,1,1550,20,2284
5154,5154,1,250,5,4,3,3680,56,4402
5155,5155,1,50,2,1,1,1998,26,2477
5156,5156,1,300,2,1,2,2800,43,3193
5157,5157,0,130,3,2,1,1300,20,1570
5158,5158,1,120,3,2,1,5300,68,6685
5159,5159,1,89,2,2,0,3900,50,4383
5160,5160,0,69,3,2,2,2000,26,2750
5161,5161,1,55,1,1,0,1650,25,1675
5162,5162,1,110,3,2,1,3200,49,3249
5163,5163,1,50,2,1,1,1650,21,2070
5164,5164,0,80,3,1,1,1328,10,1768
5165,5165,1,66,2,2,1,2583,10,2953
5166,5166,1,180,3,4,3,2200,28,5177
5167,5167,1,135,2,3,1,6500,83,8337
5168,5168,1,74,2,1,1,2024,8,2672
5169,5169,1,56,2,1,1,2200,28,2919
